id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
10999	not	And how would you describe yourself, Miss Tao? What kind of person are you?__eou__Well, as I mentioned before, I think I am easy-going. I enjoy working and talking with people and I'm a responsible person.__eou__Did you have any difficulty getting along with fellow students or teachers?	No. Not at all. I'm quite easy-going.	No. At all. I'm quite easy-going.	What's your strong points?	-71.22272980213165	-80.72501051425934	-4.1895723413018615	-5.045313157141209	17	16	-28.6715087890625	-29.42626976966858	-2.6065007990056817	-2.6751154336062344	11	11	-391.83736634254456	-402.0578007698059	-3.8415428072798488	-3.9807703046515437	102	101	True	False
11008	not	How is your English ability?	Not bad. I’m proficient in both written and spoken English.	Bad. I’m proficient in both written and spoken English.	Could you tell me something about your English education?	-90.32962000370026	-112.02743136882782	-5.018312222427792	-6.589848904048695	18	17	-35.93019640445709	-38.43618130683899	-2.395346426963806	-2.5624120871225995	15	15	-192.69164896011353	-216.89968955516815	-4.282036643558079	-4.929538398981094	45	44	True	False
11039	not	What do you consider to be your strong points?	I think I’m tough not only physically but mentally.	I think I’m tough only physically but mentally.	Why do you say that?	-98.4672691822052	-105.97898554801941	-6.154204323887825	-7.065265703201294	16	15	-25.10468876361847	-20.437249302864075	-2.2822444330562246	-1.857931754805825	11	11	-184.72121620178223	-187.58185291290283	-4.295842237250749	-4.466234593164353	43	42	True	False
11042	not	Can you tell me the differences between a letter and a memorandum, Miss Thong?__eou__Certainly. A letter must be sent out of the company and must be mailed or posted. A memorandum is a communication within an organization.__eou__Should we use the layout we use for a letter when we write a memorandum?	No, not necessary. Usually we have a set form which is printed. We just fill in the printed forms and send it to the person or the offices concerned in the company.	No, necessary. Usually we have a set form which is printed. We just fill in the printed forms and send it to the person or the offices concerned in the company.	Of course, let me find one for you.	-165.50373423099518	-169.8049465417862	-4.036676444658419	-4.245123663544655	41	40	-45.146119236946106	-44.925415992736816	-3.009741282463074	-2.9950277328491213	15	15	-545.2033903598785	-549.296081662178	-4.130328714847565	-4.193099860016626	132	131	True	False
11050	not	Alan, I believe you have studied our catalogue and price list. Are you interested in some of our products?__eou__Yes, I'm thinking of buying some T-shirts, but I find your price is on the high side.__eou__I'm very surprised to hear you say that. I think our price is very favorable. You can hardly get such an attractive price from other suppliers.	I'm not so sure of that. I think it's difficult for me to push sales at such a price.	I'm so sure of that. I think it's difficult for me to push sales at such a price.	What's your proposal then?	-114.51265347003937	-112.92199432849884	-4.089737623929977	-4.182296086240698	28	27	-22.607277035713196	-22.727894067764282	-2.0552070032466543	-2.0661721879785713	11	11	-503.35321593284607	-502.03221333026886	-3.901962914208109	-3.9221266666427255	129	128	True	False
11054	not	Thank you. I'm very glad to be here. As Ms. Tina said, the purpose of my presentation today is to familiarize you with the new EBB. As you probably know, EBB stands for Electronic Book Player. Our company put the original EBB on the market a year ago, but we have since all developed an improved model which we believe will be a big seller in both China and the U. S.__eou__Ms. Yang, can you tell us in what ways the new EBB is better than the old model?	Certainly. First of all, the old model had a rather small screen, so not much information could appear at one time. So on the new model, we have made the screen much bigger and ...	Certainly. First of all, the old model had a rather small screen, so much information could appear at one time. So on the new model, we have made the screen much bigger and ...	Excuse me, but what are the Mbps mainly used for?	-150.4909256696701	-154.9636915922165	-3.344242792659336	-3.521902081641284	45	44	-56.54725885391235	-55.736008644104004	-3.1415143807729087	-3.096444924672445	18	18	-653.1129997968674	-656.7745155096054	-3.5689234961577454	-3.608651184118711	183	182	True	False
11059	not	Actually, I was wondering what we should do if either one of us would like to terminate the contract?	Well, as a rule, the contract will become void automatically, if both sides do not agree to renew it when time comes.	Well, as a rule, the contract will become void automatically, if both sides do agree to renew it when time comes.	I got it, but nevertheless. what I was saying just now was that how to terminate the contract before its term's up?	-148.62695837020874	-164.66866731643677	-4.794418011942217	-5.488955577214559	31	30	-127.1297914981842	-122.64621007442474	-4.100961016070459	-3.956329357239508	31	31	-386.4489595890045	-397.9827769994736	-4.3421231414494885	-4.5225315568122	89	88	True	False
11076	not	Good morning, Kate. Long time no see.__eou__Good morning, Vera, Nice to meet you.__eou__Kate, I know you’Ve been a stewardess for more than one year. And I’ll have an interview on stewardess tomorrow. Can you tell me some etiquette about the interview?	Of course. First you should do up your long hair and do make up but not too thick.	Of course. First you should do up your long hair and do make up but too thick.	Is there anything else I should pay attention to?	-150.23144793510437	-158.38098406791687	-6.009257917404175	-6.599207669496536	25	24	-21.376254439353943	-20.02799141407013	-1.4250836292902629	-1.3351994276046752	15	15	-509.5615094900131	-516.3536273241043	-4.4698378025439744	-4.569501126761985	114	113	True	False
11085	not	What’s up?__eou__I guess there is some kind of virus seeking into my computer, I can’t send out this e-mail. Do you have the number of the text port?__eou__Yes,. Do you mind I have a look at your computer?	Of course not, I appreciate that.	Of course, I appreciate that.	Well, it has nothing to do with virus. The problem is your attachment is a bit larger. It has exceeded the e-mail capacity.	-67.23423290252686	-67.47410106658936	-5.171864069425142	-5.622841755549113	13	12	-92.70042765140533	-92.23173296451569	-2.8091038682244043	-2.7949009989247178	33	33	-475.6344344615936	-475.41445803642273	-4.284994905059402	-4.321949618512934	111	110	True	False
11092	not	I can’t make out anything, the words are too light. I thought they have already changed the toner cartridge this month.	It seems not or somebody has recently received a large fax.	It seems or somebody has recently received a large fax.	Ok, no problem. We do it ourselves.	-118.89162564277649	-112.27947354316711	-6.993625037810382	-7.017467096447945	17	16	-50.24756598472595	-53.84389638900757	-3.3498377323150637	-3.5895930926005044	15	15	-318.00069868564606	-314.9841912984848	-4.96876091696322	-4.999749068229917	64	63	True	False
11096	not	I am sorry to tell you that you failed in the job interview in our company.__eou__It is tough to accept it, I mean. But can you tell me why?	It is hard to tell. Maybe it is because you're not resourceful enough to be a manager.	It is hard to tell. Maybe it is because you're resourceful enough to be a manager.	I get it, and thank you for your honesty.	-115.70733261108398	-122.14801597595215	-4.45028202350323	-4.885920639038086	26	25	-35.15920901298523	-34.95964002609253	-2.197450563311577	-2.184977501630783	16	16	-329.699120759964	-335.9414966106415	-3.7896450662064827	-3.9062964722167615	87	86	True	False
11101	not	Have you read the new rules about using cell phone at work?	Yes, not bad. Like turn your cell phone ringer off and find a private place to make calls which it’s showing your respect to your co-workers.	Yes, bad. Like turn your cell phone ringer off and find a private place to make calls which it’s showing your respect to your co-workers.	Well, but for this one, don’t bring your cell phone to meetings, I think it is not reasonable. What if there are some important calls?	-212.8052453994751	-206.24251461029053	-5.751493118904732	-5.728958739174737	37	36	-112.74303483963013	-114.17898237705231	-3.1317509677675037	-3.171638399362564	36	36	-417.58977222442627	-412.49552071094513	-4.539019263308981	-4.532917810010386	92	91	True	False
11122	not	Hi, Alan. I feel very nervous because I am going to have a job interview next Monday. Could you please give me some suggestions?	Sure. Firstly, it is very important for you to be punctual. Interviewers usually don’t think much of a candidate who comes 5 or 10 minutes late only to explain that he could not find the place or he was stuck in traffic.	Sure. Firstly, it is very important for you to be punctual. Interviewers usually don’t think much of a candidate who comes 5 or 10 minutes late only to explain that he could find the place or he was stuck in traffic.	Yeah, that is very important.	-238.6942548751831	-245.08167839050293	-4.262397408485413	-4.456030516190962	56	55	-42.05920588970184	-42.251710414886475	-3.5049338241418204	-3.520975867907206	12	12	-411.3160855770111	-417.92027509212494	-4.032510642911873	-4.137824505862623	102	101	True	False
11128	not	Hi, George. I'm going to have a job interview next week. Could you give me some advice?	Sure. First of all, it’s very important for you not to be late. Job interviewers usually don’t think very highly of a candidate who arrives ten minutes after the appointed time, only to explain that he could not find the place or that there was heavy traffic.	Sure. First of all, it’s very important for you to be late. Job interviewers usually don’t think very highly of a candidate who arrives ten minutes after the appointed time, only to explain that he could find the place or that there was heavy traffic.	Yeah, that's very important.	-230.10144555568695	-242.80860602855682	-3.8350240925947827	-4.186355276354428	60	58	-36.03132712841034	-28.010506987571716	-3.002610594034195	-2.334208915630976	12	12	-370.09303736686707	-374.9178788661957	-3.7009303736686707	-3.8256926414917927	100	98	True	False
11133	not	Miss Wang, how do you do? I’m Allan James, the director of human recourse department of this company.__eou__How do you do, Mr. James? Thank you for asking me to come in.	Not at all. Please sit down, then we can begin.	At all. Please sit down, then we can begin.	Thank you.	-79.57352995872498	-90.26211309432983	-4.42075166437361	-5.3095360643723435	18	17	-8.762998461723328	-8.223613262176514	-1.095374807715416	-1.0279516577720642	8	8	-303.34360325336456	-313.4928011894226	-3.889020554530315	-4.071335080382112	78	77	True	False
11143	not	I'm afraid we can't increase salary this year, money is just too tight.	I'm not sure. I can't agree, dan.	I'm sure. I can't agree, dan.	Why not?	-102.92629647254944	-101.27614998817444	-6.054488027797026	-6.329759374260902	17	16	-13.273376703262329	-13.016357660293579	-1.6591720879077911	-1.6270447075366974	8	8	-227.78640365600586	-225.8792381286621	-4.745550076166789	-4.805941236780045	48	47	True	False
11151	not	You look upset.What' s wrong?	Nothing. It's just one of those days. Everyone at the office is sick and I'm getting blamed for work not being done.	Nothing. It's just one of those days. Everyone at the office is sick and I'm getting blamed for work being done.	Maybe you need a vacation or something, or maybe a bonus.	-136.3926854133606	-147.7340703010559	-4.262271419167519	-4.765615171001803	32	31	-71.48327791690826	-70.70569002628326	-3.9712932176060147	-3.92809389034907	18	18	-294.1368124485016	-304.7347638607025	-4.595887694507837	-4.837059743820675	64	63	True	False
11155	not	Tony, could you tell me if there are any special rules about the job?	Working hours are from 8: 30 a. m. to 5:00 p. m. Be sure not to be late or absent. Report to the manager by filling in the' Monthly Report' every month.	Working hours are from 8: 30 a. m. to 5:00 p. m. Be sure to be late or absent. Report to the manager by filling in the' Monthly Report' every month.	Is there anything else? How about my salary?	-202.29156875610352	-203.63896560668945	-3.9665013481588924	-4.072779312133789	51	50	-42.369606375694275	-41.80108678340912	-2.824640425046285	-2.786739118893941	15	15	-348.1943815946579	-349.00835406780243	-3.9567543363029305	-4.0115902766414075	88	87	True	False
11159	not	As an experienced interviewer, could you tell me what kind of behavior the interviewer hates most?	Rudeness. You are not expected to sit down before being invited, and you shouldn’t throw yourself into the chair like you’re loading heavy baggage.	Rudeness. You are expected to sit down before being invited, and you shouldn’t throw yourself into the chair like you’re loading heavy baggage.	And we should have good sitting posture.	-163.7588632106781	-169.55609500408173	-4.548857311407725	-4.844459857259478	36	35	-40.07607400417328	-40.066447257995605	-3.0827749233979445	-3.0820344044612002	13	13	-314.2022798061371	-319.98915362358093	-4.304140819262152	-4.444293800327513	73	72	True	False
11160	not	I am an eloquent speaker in the classroom. But when I face a stranger outside, I get tongue-tied and nothing comes out.__eou__You should pay close attention to your manner of speaking. Speech is a reflection of personality, you know. You should reflect confidence by speaking in a low voice, loud enough to be heard without being aggressive or overpowering.__eou__I will go out of my way to catch the attention of the interviewer.	Your speech should not call attention to itself, but should reveal your individuality and ability.	Your speech should call attention to itself, but should reveal your individuality and ability.	I’m very shy. I think I might shake in my boots at the moment I meet the interviewer.	-99.01325345039368	-108.68258023262024	-4.304924063060595	-4.94011728330092	23	22	-74.7523363828659	-72.56086802482605	-2.875089860879458	-2.7908026163394632	26	26	-552.6062183380127	-560.0823754072189	-3.635567225907978	-3.7091548040213174	152	151	True	False
11162	not	I have a feeling you will get this job.	Thanks. But I'm not so sure. Interviews stress me out.	Thanks. But I'm so sure. Interviews stress me out.	Just remember to be professional and polite. Oh, and don’t forget to smile.	-110.20723295211792	-121.1282570362091	-5.800380681690417	-6.729347613122728	19	18	-80.12799799442291	-79.65856158733368	-3.6421817270192234	-3.6208437085151672	22	22	-267.11536717414856	-277.54085075855255	-4.686234511827168	-4.956086620688438	57	56	True	False
11173	not	Please come in and sit down. I’m happy to finally meet you.__eou__Same here, Ms. Drake. I've been looking forward to this.__eou__I’m sorry I kept you waiting.	No, no, no, not at all, you were right on time. I was early. I hope I didn’t rush you. I’m glad for the opportunity to interview with you.	No, no, no, at all, you were right on time. I was early. I hope I didn’t rush you. I’m glad for the opportunity to interview with you.	Thank you. Can I get you some coffee or a cup of tea?	-130.03618228435516	-133.85886096954346	-2.9553677791898902	-3.112996766733569	44	43	-41.76636028289795	-42.98951828479767	-2.0883180141448974	-2.1494759142398836	20	20	-405.65307462215424	-410.7057703733444	-3.4377379205267307	-3.5103057296867046	118	117	True	False
11176	not	Are you willing to work abroad?	Why not? It's the very reason why I've applied for this job. It's really exciting for me to experience business in an international environment.	Why? It's the very reason why I've applied for this job. It's really exciting for me to experience business in an international environment.	How about your family?	-163.8825649023056	-166.52957379817963	-4.682358997208731	-4.89792864112293	35	34	-39.938846826553345	-38.244877219200134	-3.9938846826553345	-3.8244877219200135	10	10	-274.87364590168	-275.8818361759186	-4.739200791408276	-4.840032213612607	58	57	True	False
11197	not	Hello, Mr. Wang. I am glad to meet you here at the fair.__eou__Like wise. Take a seat, please. How about a cup of tea?__eou__Sure. Thank you. It seems your business is prosperous. There are many customers here.	Yes, it's not too bad. Our sales are going up year after year. And we still have a large potential production capacity.	Yes, it's too bad. Our sales are going up year after year. And we still have a large potential production capacity.	Well, what do you think of choosing a commission representative or agent abroad to promote your sales?	-125.16771721839905	-123.15260410308838	-3.9114911630749702	-3.972664648486722	32	31	-82.94896829128265	-79.82539534568787	-3.4562070121367774	-3.3260581394036612	24	24	-497.83708095550537	-492.7078734636307	-4.047455942727686	-4.038589126751071	123	122	True	False
11207	not	We're considering of ordering 200 computers, but I'm wondering about the price you'll possibly offer.	Our price will be not less than $ 5000.	Our price will be less than $ 5000.	Your price is higher than I expected. Could you give us a little discount?	-107.3027640581131	-105.8480235338211	-6.311927297536065	-6.615501470863819	17	16	-36.409117341041565	-39.74751818180084	-1.7337674924305506	-1.8927389610381353	21	21	-283.86386144161224	-285.66805493831635	-4.367136329870958	-4.463563358411193	65	64	True	False
11209	not	We're thinking of ordering fifty refrigerators. But, there's one problem.__eou__What's that? I thought our negotiation went very well.	The only problem is the price. It's not possible for us to make any sales at this price.	The only problem is the price. It's possible for us to make any sales at this price.	$ 1500 is almost the lowest price we can offer.	-104.6649798154831	-116.32981300354004	-4.02557614674935	-4.653192520141602	26	25	-53.779425621032715	-52.77854883670807	-2.9877458678351507	-2.932141602039337	18	18	-354.57517182826996	-365.518759727478	-4.271990022027349	-4.457545850335098	83	82	True	False
11214	not	Hi! May I help you?	Thank you! I am interested in your product. But I am not familiar with your corporation.	Thank you! I am interested in your product. But I am familiar with your corporation.	In fact, in the past we only attended local exhibitions.	-113.0620014667511	-119.14499068260193	-4.710916727781296	-5.180216986200084	24	23	-82.48242449760437	-76.41749942302704	-4.851907323388493	-4.495147024883943	17	17	-261.5505452156067	-261.5686093568802	-4.8435286151038275	-4.935256780318494	54	53	True	False
11250	not	Peter, I hope you will accept my quotation for the air freshener.__eou__I wish I could place a monthly order for a minimum of 50 cases, introducing your goods to my customers, but your price, $ 100 for a case, is too high in this highly competitive market.	I have cut the price the minimum. You know our freshener is a patent product, different from other kinds of fresheners. We could not have quitted it at such a low price if it were not for your past large orders. This price, actually, leaves us with a very small profit.	I have cut the price the minimum. You know our freshener is a patent product, different from other kinds of fresheners. We could have quitted it at such a low price if it were for your past large orders. This price, actually, leaves us with a very small profit.	People here desire medium-priced air freshener only. Please carefully consider my proposal, which will lead to a larger business between us.	-235.37570106983185	-254.33210670948029	-3.5662985010580583	-3.9739391673356295	66	64	-107.96077370643616	-107.87017047405243	-3.4826056034334245	-3.4796829185178204	31	31	-621.0862320661545	-639.8053212165833	-3.741483325699726	-3.901251958637703	166	164	True	False
11252	not	Hey, Michael. Remember me? I'm Becky. We used to work at Lemans together.__eou__Oh, sure. How are you? Long time no see. How are things at Lemans?__eou__It's about the same. I've been thinking of making a change myself. Do you mind if I ask you a few things about your job at the university?	No, not at all. Go ahead.	No, at all. Go ahead.	Well, I was wondering what the salaries are like? I mean ... are they much lower than the corporate world?	-67.20827543735504	-76.3028519153595	-4.800591102668217	-5.869450147335346	14	13	-77.33910524845123	-76.88233649730682	-2.7621109017304013	-2.745797732046672	28	28	-465.8657329082489	-474.49672067165375	-3.556226968765259	-3.6499747743973363	131	130	True	False
11268	not	Mary, I will have an interview tomorrow. I am so excited!__eou__Congratulations! By the way, have you had all the things ready for the interview?__eou__I only typed several copies of my resume.	That's not enough. You have many other things to prepare.	That's enough. You have many other things to prepare.	What are they?	-66.04592514038086	-77.88051986694336	-3.669218063354492	-4.581207050996668	18	17	-12.305773735046387	-13.969071388244629	-1.3673081927829318	-1.552119043138292	9	9	-324.8305869102478	-338.3563596010208	-3.9136215290391303	-4.126297068305131	83	82	True	False
11277	not	Mary, you have found several companies that are hiring, right?__eou__Yes, I have found three companies.__eou__Have you called to inquire about the positions?	Yes, but the results are not so satisfying.	Yes, but the results are so satisfying.	What's the matter?	-82.44523620605469	-89.64814758300781	-5.496349080403646	-6.403439113071987	15	14	-27.6678786277771	-21.98089611530304	-2.76678786277771	-2.198089611530304	10	10	-334.49697613716125	-336.0031088590622	-4.711225016016356	-4.800044412272317	71	70	True	False
11284	not	Tomorrow is my first day at work, what do you think I should be wearing?__eou__Well, if you want to look professional, serious and more conservative, a blue dress, white shirt and not-too-high shoes would be the best choice. But sometimes, very formal clothes will keep you at a distance from your colleagues. It depends on the company’s dress code.	Indeed, I found most of the employees dress casually when I went to the interview. Only the manager was in suit and tie and he just came back from a ceremony. It seems that their dress code is not that formal. Probably, I should put on car key and simple shirt.	Indeed, I found most of the employees dress casually when I went to the interview. Only the manager was in suit and tie and he just came back from a ceremony. It seems that their dress code is that formal. Probably, I should put on car key and simple shirt.	Whatever you choose, make sure they are neat and clean.	-262.9168142080307	-268.6968740224838	-4.240593777548883	-4.404866787253833	62	61	-38.785818219184875	-39.14168643951416	-2.281518718775581	-2.302452143500833	17	17	-600.0585166215897	-606.1944446563721	-3.6813405927704888	-3.7419410163973583	163	162	True	False
11285	not	Do you understand any other foreign languages besides English?	Yes, I know a little about Japanese which is similar to Chinese not only in culture but in language itself.	Yes, I know a little about Japanese which is similar to Chinese only in culture but in language itself.	What band did you pass in Japanese Language Proficiency Test?	-133.29080057144165	-141.91238260269165	-4.936696317460802	-5.458168561641987	27	26	-65.55310249328613	-64.98013865947723	-3.8560648525462433	-3.822361097616308	17	17	-273.46189641952515	-281.5406049489975	-4.557698273658753	-4.7718746601525	60	59	True	False
11290	not	Do you think my briefcase is big enough to put in all these stuff?	Let me see. Laptop, flash disk, a ballpoint pen, a pencil, a notebook, a pair of glasses, cell phone, charger, moisture lotion, ... Oh, that is too much. You are not going to a business trip.	Let me see. Laptop, flash disk, a ballpoint pen, a pencil, a notebook, a pair of glasses, cell phone, charger, moisture lotion, ... Oh, that is too much. You are going to a business trip.	I guess I need all of them.	-243.975750207901	-243.99927353858948	-4.435922731052745	-4.5185050655294345	55	54	-39.229008078575134	-40.473634123802185	-3.017616006044241	-3.1133564710617065	13	13	-387.83731961250305	-389.0773708820343	-4.309303551250034	-4.371655852607127	90	89	True	False
11299	not	May I speak to Mr. Baker?	I’m afraid he's not in.	I’m afraid he's in.	Will you ask him to call me collect when he’s back?	-76.24423325061798	-87.91049301624298	-5.864941019278306	-7.325874418020248	13	12	-51.3347225189209	-44.39902722835541	-2.851929028828939	-2.4666126237975226	18	18	-208.65520203113556	-213.36983633041382	-4.636782267358568	-4.84931446205486	45	44	True	False
11330	not	So how did your end-of-the-year review go?__eou__Oh, it was okay. I had my meeting with Mitch this morning and his bottom line is that he thinks I need to show more initiative. He thinks that I need to start being more creative.__eou__Did he actually say that?	Well, not in so many words. But I know that productivity is a big issue for him. Oh, he said the usual things like “ Keep up the good work ” and “ Thanks for your hard work, ” but he also said that he's thinking about bringing some employees into my department. That, to me, means he's not satisfied with what I've been doing.	Well, in so many words. But I know that productivity is a big issue for him. Oh, he said the usual things like “ Keep up the good work ” and “ Thanks for your hard work, ” but he also said that he's thinking about bringing some employees into my department. That, to me, means he's satisfied with what I've been doing.	Are you sure you're not reading too much into what he said?	-248.5518525838852	-263.7743935585022	-3.0311201534620147	-3.2971799194812776	82	80	-40.778036236763	-32.902933835983276	-2.146212433513842	-1.7317333597885936	19	19	-611.0846556425095	-618.4320942163467	-3.5119807795546523	-3.5955354314903882	174	172	True	False
11333	not	ABC Company, my name is Lucy. How can I help you?__eou__Hello, Lucy, this is Monica. I’m calling for the accountant position. I saw the information about the vacancy on your company’s website. Is it still available?__eou__Thank you for your interest. The position is still available. Have you already sent your CV to us?	No, not yet. First, I want to check about the availability and see if you could give more information.	No, yet. First, I want to check about the availability and see if you could give more information.	It is quite urgent for us to fill this position now and I would like to stress that English is a must because of the international contacts and most likely traveling abroad very soon. If all these is not problem for you, I recommend you to mention these in your cover letter and send it to me directly.	-117.30521512031555	-124.70691967010498	-4.189471968582699	-4.618774802596481	28	27	-196.71848106384277	-195.55121040344238	-2.9805830464218603	-2.9628971273248847	66	66	-637.0909765958786	-643.3877942562103	-3.5591674670160818	-3.61453816997871	179	178	True	False
11367	not	Acknowledgments play a necessary part in the interview.__eou__Sure. Kind acknowledgments can show one's good attainment.__eou__We often ignore the acknowledgments in our daily life, and consider them as disposable.	Actually, that's not true. Acknowledgments can help you leave a good impression on others, especially in the public places.	Actually, that's true. Acknowledgments can help you leave a good impression on others, especially in the public places.	We should particularly pay attention to acknowledgments in the interview.	-103.86114132404327	-106.69978392124176	-3.350359397549783	-3.556659464041392	31	30	-39.96225094795227	-41.46331429481506	-2.3507206439971924	-2.439018487930298	17	17	-463.1850733757019	-467.5261912345886	-4.496942459958271	-4.583590110143025	103	102	True	False
11373	not	When the interview finally comes to an end, the interviewee will probably breathe a sigh of relief.	Still, you should not let down your guard. Some details should be paid attention to.	Still, you should let down your guard. Some details should be paid attention to.	At this moment you can thank the interviewer again for the opportunity of the interview.	-117.13127720355988	-125.39007294178009	-5.092664226241734	-5.699548770080913	23	22	-62.51206994056702	-59.47658169269562	-2.976765235265096	-2.8322181758426486	21	21	-272.222314953804	-277.38420009613037	-3.8888902136257717	-4.020060870958411	70	69	True	False
11374	not	May I ask whether we are allowed to wear casual clothes in the office?	Sure, company rules are not very strict at this point.	Sure, company rules are very strict at this point.	Thank you for telling me that.	-130.48065185546875	-134.73516845703125	-7.675332462086397	-8.420948028564453	17	16	-19.853830218315125	-17.155824899673462	-1.6544858515262604	-1.4296520749727886	12	12	-246.9912852048874	-248.54779648780823	-4.939825704097748	-5.07240400995527	50	49	True	False
11398	not	I went to visit a customer in IVS Company the other day. Their offices were very impressive, especially their company Logo which is all over the place. There are Logo models in metal, copper, clove, paper. They are even printed on the wall paper and the balls of the table-lights. It is really decorated identity.__eou__It is just too much. Don’t you feel it is an exaggerating style to decorate offices in that way?	Not at all! I like the design so much. The designer must have thought really hard to come out with such a brilliant concept.	At all! I like the design so much. The designer must have thought really hard to come out with such a brilliant concept.	Well, I doubt that.	-117.0207748413086	-134.46069359779358	-3.6568992137908936	-4.337441728961084	32	31	-36.856624484062195	-36.61451852321625	-3.350602225823836	-3.3285925930196587	11	11	-607.356122136116	-624.6178086996078	-4.188662911283559	-4.337623671525055	145	144	True	False
11410	not	Hello, this is Sunshine Trading Company. Can I help you?	Yes. I want to apply for the accountant in your corporation and I think it is not beyond attainment.	Yes. I want to apply for the accountant in your corporation and I think it is beyond attainment.	Great. Could you tell me something about cash control?	-163.25036895275116	-157.43786895275116	-6.278860344336583	-6.297514758110046	26	25	-91.7142858505249	-86.84660530090332	-5.732142865657806	-5.4279128313064575	16	16	-347.4725993871689	-336.8097482919693	-5.69627212110113	-5.613495804866155	61	60	True	False
11443	not	Mr. Carmichael, this is Ellen Bower calling again. You had said I should call this week to schedule an interview with you.	That's right, Ms. Bower. How are you? I'm not sure if I’ll be able to fit you in this week, I’m afraid.	That's right, Ms. Bower. How are you? I'm sure if I’ll be able to fit you in this week, I’m afraid.	I understand, Mr. Carmichael. I'd be glad to make it some time next week.	-113.72043228149414	-131.11124658584595	-2.9926429547761617	-3.5435472050228634	38	37	-52.28230607509613	-54.299192667007446	-2.091292243003845	-2.171967706680298	25	25	-320.9004808664322	-340.31610560417175	-3.3082523800663113	-3.544959433376789	97	96	True	False
11445	not	Hello, Mr.Green. This is Lin Tong. How are you?__eou__Hi, Mr.Lin. I am leaving tomorrow and I am just packing.	Oh, sorry to interrupt you. But I am calling to say goodbye to you. I am awfully sorry to tell you that I am afraid I could not see you off at the airport tomorrow, because I will have to attend a very important meeting.	Oh, sorry to interrupt you. But I am calling to say goodbye to you. I am awfully sorry to tell you that I am afraid I could see you off at the airport tomorrow, because I will have to attend a very important meeting.	It doesn't matter, Mr.Lin. I can understand. I know you are always very busy. Work must come first.	-168.3967170715332	-173.23171615600586	-3.007084233420236	-3.149667566472834	56	55	-63.08361065387726	-61.114810824394226	-2.0349551823831376	-1.9714455104643298	31	31	-434.0923260450363	-437.0557794570923	-3.391346297226846	-3.441384090213325	128	127	True	False
11466	not	Good afternoon, Mr.Stein. I wonder if you are free tomorrow evening?	I'm not sure, but let me check my schedule ... Ah, no. I have nothing then.	I'm sure, but let me check my schedule ... Ah, no. I have nothing then.	Great! Our president has asked me to come over to invite you to the banquet held in your honor at the Beijing Hotel at 7:00. Here's an invitation card for you.	-117.37269496917725	-124.11043071746826	-4.514334421891433	-4.96441722869873	26	25	-135.05304718017578	-132.93954718112946	-3.1407685390738553	-3.091617376305336	43	43	-362.4583640098572	-367.04501259326935	-3.9830589451632656	-4.078277917702993	91	90	True	False
11480	not	I'd like to make an appointment with manager Mr.Wu. Would 10:00 a. m. tomorrow be all right?	I'm afraid not. He has a meeting tomorrow morning.	I'm afraid. He has a meeting tomorrow morning.	Could I possibly make it early in the afternoon?	-79.76608622074127	-89.90863382816315	-4.692122718867133	-5.619289614260197	17	16	-32.96957504749298	-32.314536809921265	-2.1979716698328655	-2.154302453994751	15	15	-237.8088892698288	-247.24194967746735	-3.6585982964589046	-3.8631554637104273	65	64	True	False
11530	not	Is your website address' www. zhilian. com. CN'?	Not exactly. Our address is' www. zhilian-zhaopin. com. CN'.	Exactly. Our address is' www. zhilian-zhaopin. com. CN'.	I am sorry, could you repeat it please?	-110.247713804245	-126.9605085849762	-4.409908552169799	-5.290021191040675	25	24	-49.14471638202667	-44.99865984916687	-3.2763144254684446	-2.999910656611125	15	15	-288.77077531814575	-301.3071458339691	-4.812846255302429	-5.106900776846934	60	59	True	False
11541	not	The operation in the lab is radioactive and dangerous, so work with care. Have you got ear muffs and gloves?	Do I have to wear ear muffs and gloves? I am not used to working with them on.	Do I have to wear ear muffs and gloves? I am used to working with them on.	Yes, you have to. It is a safety rule of the company. You could not only lose your job but your hearing if you don't.	-108.43204593658447	-103.20615577697754	-4.170463305253249	-4.1282462310791015	26	25	-106.75664448738098	-100.76932621002197	-3.0501898424965996	-2.8791236060006278	35	35	-356.3507617712021	-345.11439061164856	-3.915942437046177	-3.8346043401294283	91	90	True	False
11543	not	Thank you for a lovely day. I really enjoyed it.__eou__It was nice to have you with us.__eou__Thank you for the picnic too. It was supper.	Not at all. It was a pleasure. Perhaps you will come out with us again while you are here.	At all. It was a pleasure. Perhaps you will come out with us again while you are here.	Yes, I'd love to. Thanks again. Goodbye.	-114.16646766662598	-125.02941131591797	-4.2283876913565175	-4.808823512150691	27	26	-38.69983267784119	-39.04899203777313	-2.1499907043245106	-2.1693884465429516	18	18	-371.9446715116501	-383.087890625	-3.999405070017743	-4.163998811141305	93	92	True	False
