model,model_group,source_path,id,word,context,w_word,wo_word,followup,removal_log_prob_delta_per_token,removal_upper_iqr_outlier,include_context,log_prob_w_word,log_prob_wo_word,log_prob_w_word_per_token,log_prob_wo_word_per_token,w_word_token_count,wo_word_token_count,log_prob_followup_with,log_prob_followup_without,log_prob_followup_with_per_token,log_prob_followup_without_per_token,followup_token_count_with,followup_token_count_without,log_prob_full_with,log_prob_full_without,log_prob_full_with_per_token,log_prob_full_without_per_token,full_token_count_with,full_token_count_without,observer_mode
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12357,only,How's your job search going?,I only started looking for a job a few days ago.,I started looking for a job a few days ago.,have you finished compiling your resume?,-0.08857706169676938,False,True,-79.84558963775635,-73.9039134979248,-4.435866090986464,-4.347289029289694,18,17,-57.459890365600586,-59.397705078125,-4.4199915665846605,-4.569054236778846,13,13,-164.67933559417725,-160.68511772155762,-3.659540790981717,-3.651934493671764,45,44,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12411,only,"What’s the matter, dear?__eou__Something awful happened. We went to the Portobello Road, and someone stole my handbag.__eou__Oh, dear. Did you lose a lot of money?",No. Only a few pounds. But my passport was in the bag. That’what I’m really worry about.,No. A few pounds. But my passport was in the bag. That’what I’m really worry about.,You must tell the embassy about it. And I think they’ll issue you with a new one.,0.15083921037871262,False,True,-91.09705638885498,-92.43482494354248,-3.036568546295166,-3.1874077566738785,30,29,-86.55782127380371,-86.61214447021484,-3.3291469720693736,-3.331236325777494,26,26,-377.0024433135986,-378.39453506469727,-3.307038976435076,-3.3486242041123653,114,113,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12510,only,"I’ll need to meet with you before you go on vacation, Alex. I have a few things to clear up.",I’ll be glad to. But my schedule is super tight this week. I think the only time I have free is at lunch on Wednesday.,I’ll be glad to. But my schedule is super tight this week. I think the time I have free is at lunch on Wednesday.,That’s fine. I can make that.,0.5770888621065811,False,True,-132.04427862167358,-147.89260625839233,-3.7726936749049593,-4.34978253701154,35,34,-57.54038238525391,-57.27253341674805,-3.836025492350261,-3.8181688944498697,15,15,-269.6339786052704,-285.2144572734833,-3.3288145506823503,-3.565180715918541,81,80,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12544,only,"Good morning and welcome. How can I help you?__eou__Could you tell me something about safety deposit box rental, please? I need somewhere safe to keep some insurance documents; I just simply don't feel comfortable keeping them at home or in the office.__eou__We have 3 different types of boxes. We usually rent for 1 year and the fee depends on the size and location of the box.","I think I'll go for the smallest, as it's just for documents. Will I be the only key holder? I'd perhaps feel a little nervous if I knew someone else could have access to it at any time.","I think I'll go for the smallest, as it's just for documents. Will I be the key holder? I'd perhaps feel a little nervous if I knew someone else could have access to it at any time.","You can have more than 1 key if you'd like, but we must have signature cards for each box.",0.1276536836811144,False,True,-168.86904048919678,-171.94056701660156,-3.3111576566509173,-3.4388113403320317,51,50,-107.0243010520935,-112.95072746276855,-3.690493139727362,-3.89485267112995,29,29,-610.1393914222717,-619.1373443603516,-3.4277493900127625,-3.4979510980810824,178,177,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12756,only,"May I help you?__eou__Yes, I'm going to Europe on business and I need to purchase some Traveller's Cheques.__eou__That's no problem. Which currency would you like to buy?","I think Euros will be the best, as I'll only be in Mainland Europe.","I think Euros will be the best, as I'll be in Mainland Europe.",Of course. Do you have your passport with you? How much would you like to purchase?,-0.14977001798325684,False,True,-85.40646362304688,-78.40315055847168,-3.5586026509602866,-3.4088326329770298,24,23,-54.8405385017395,-55.25669515132904,-2.19362154006958,-2.210267806053161,25,25,-364.4677240848541,-357.90472424030304,-3.4062404120079823,-3.3764596626443684,107,106,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12878,only,"Mr. Black, when is the earliest shipment you can make?__eou__In April or early May.__eou__I am afraid shipment by early May would be too late for us. Our customs formalities are quite complicated, and it takes time to distribute the goods to the farmers in our country. The fertilizers must be delivered before April, or else we can't be in time for the spring sowing.","In that case, we will have to improve one month further on the time. Now is Jan. If the fertilizers should be shipped before the end of March, only 2 months are left. The time is too limited.","In that case, we will have to improve one month further on the time. Now is Jan. If the fertilizers should be shipped before the end of March, 2 months are left. The time is too limited.",You understand a timely delivery is very important to us.,0.2546093412653896,False,True,-224.20236659049988,-232.8758590221405,-4.311583972894228,-4.566193314159618,52,51,-78.73696899414062,-77.03799438476562,-4.631586411420037,-4.531646728515625,17,17,-699.3212360143661,-706.2957538366318,-4.1875523114632704,-4.254793697811035,167,166,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12880,only,We'd better cover the porcelain ware against All Risks.,"All right. Our insurance coverage is 110 % of the invoice value, up to the port of destination only.","All right. Our insurance coverage is 110 % of the invoice value, up to the port of destination.",I'd like to have the insurance of the goods covered up to 130 % of the invoice amount.,-0.21989306616665694,False,True,-152.11479902267456,-140.71245527267456,-5.245337897333606,-5.025444831166949,29,28,-95.92838764190674,-93.9928412437439,-3.552903245996546,-3.481216342360885,27,27,-341.1403535604477,-327.80246341228485,-4.548538047472636,-4.42976301908493,75,74,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12920,only,"We've got a problem ... it looks like we'll need more spotlights on the exhibition booth. The client thinks it's too dark, and they want to add halogen lighting. We've already got 3 sets of track lighting from you guys, do you think you could help us out and throw in some halogens?__eou__Oh ... Um ... I don't think so. you know the halogen lighting is much more expensive than your track lighting system. Plus I'm going to have to call in some guys to install it for you. That's not going to come cheap.",But it would only be adding to the existing structure. We're not talking about anything new here ...,But it would be adding to the existing structure. We're not talking about anything new here ...,"It doesn't matter because we will still have to call the electrician out, and they are union labor. It'll cost you a pretty penny ...",0.41748037631695123,False,True,-116.33222103118896,-122.29491424560548,-4.474316193507268,-4.891796569824219,26,25,-106.694176197052,-108.03604793548584,-2.963727116584778,-3.001001331541273,36,36,-619.871318936348,-627.1758838891983,-3.2453995755829737,-3.300925704679991,191,190,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12928,only,"Well, we've settled the question of price, quality and quantity. Now what about the terms of payment?",We only accept payment by irrevocable letter of credit payable against shipping documents.,We accept payment by irrevocable letter of credit payable against shipping documents.,I see. Could you make an exception and accept D / A or D / P?,0.1266905036368393,False,True,-91.71361315250395,-90.51325583457948,-3.987548397934955,-4.114238901571794,23,22,-93.61372566223145,-102.34867286682127,-3.900571902592977,-4.264528036117554,24,24,-261.9478462934494,-269.4370504617691,-3.4466821880717027,-3.592494006156921,76,75,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,12936,only,"Mr. Jones, shall we now discuss the packaging?__eou__Very well. You know, we have definite ways of packaging garments. As to blouses, we use a polythene wrapper for each article, all ready for window display.","Good. A wrapping that catches the eye will certainly help push the sales. With competition from similar garments producers, the merchandise must not only be good value but also look attractive.","Good. A wrapping that catches the eye will certainly help push the sales. With competition from similar garments producers, the merchandise must not be good value but also look attractive.",Right you are. We'll see to it that the blouses appeal to the eye as well as to the purse.,0.49715957641601527,False,True,-206.04476928710935,-220.9056701660156,-5.025482177734375,-5.52264175415039,41,40,-79.41602730751038,-81.24933815002441,-2.647200910250346,-2.7083112716674806,30,30,-550.3046480417252,-566.9988597631454,-4.23311267724404,-4.395339998163919,130,129,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,13017,only,"I've something very unpleasant to talk with you. Upon the arrival of the first consignment, it was found that about 50 % of the sixty cases of pineapples were leaking.__eou__It's rather an unusual case. Have you found the cause of leaking?__eou__It’s simply because the tins were damaged.","It appears to be the only case to us, that the goods have been damaged on the way.","It appears to be the case to us, that the goods have been damaged on the way.","I am sorry to say it's not on the way, but during loading. The tins inside the cases were broken evidently through rough handling.",-0.06535614013671864,False,True,-119.7138214111328,-113.4755401611328,-4.604377746582031,-4.539021606445313,26,25,-116.97414779663086,-123.46114921569824,-3.3421185084751674,-3.527461406162807,35,35,-570.1816318035126,-570.3142192363739,-3.987284138486102,-4.016297318566013,143,142,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,13018,only,"Man, they take a lot of our paycheck.__eou__Yeah, the government really takes a bite, doesn’t it?",Seriously. The only tax I don’t mind them taking is social security. It’s only a few dollars every paycheck.,Seriously. The tax I don’t mind them taking is social security. It’s a few dollars every paycheck.,"Yeah, I don’t mind it either. We’ll both end up rich slobs and not need it, but what if we do, you know?",0.8195106585820513,False,True,-124.60139513015748,-139.24093389511108,-4.153379837671916,-4.972890496253967,30,28,-125.15692126750946,-127.06005454063416,-3.382619493716472,-3.4340555281252474,37,37,-412.74026334285736,-429.2244200706482,-4.046473170028014,-4.292244200706482,102,100,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,13073,only,What can I do for you?__eou__I would like to cancel one of my accounts.__eou__Is there a problem with your account?,I only need one.,I need one.,What about all your money in that account?,0.6986464760520246,False,True,-62.539161682128906,-63.84024810791016,-5.685378334738991,-6.384024810791016,11,10,-57.18669128417969,-60.90794372558594,-3.8124460856119793,-4.060529581705729,15,15,-282.96482849121094,-287.99497985839844,-4.0423546927315845,-4.173840287802876,70,69,False
OLMo-2 7B Instruct,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_filtered_only_dd_removal.csv,13077,only,"So, Jimmy, how does it feel to have your own money?__eou__It’s great, dad. I don’t mind delivering papers, but the real fun is collecting the money.","Even though you are only twelve, it’s not too early to start saving a little money.","Even though you are twelve, it’s not too early to start saving a little money.",I’Ve never had a bank account before. Why don’t I just keep my money under the matters like grandpa does?,0.1704189427693681,False,True,-107.27093505859376,-107.07015228271484,-4.29083740234375,-4.461256345113118,25,24,-137.39155769348145,-137.26486539840698,-4.293486177921295,-4.289527043700218,32,32,-433.3070087432861,-432.9989809989929,-4.126733416602725,-4.163451740374932,105,104,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,161,only,"Do you mind if I get a lift in your car, please?",I don’t see any problem; only the car is a bit old.,I don’t see any problem; the car is a bit old.,Oh you’re so kind!,0.05600589563449221,False,True,-42.878581166267395,-41.038758277893066,-2.679911322891712,-2.7359172185262044,16,15,-36.754130840301514,-36.294268012046814,-2.4502753893534344,-2.4196178674697877,15,15,-136.61306834220886,-135.8933287858963,-2.5776050630605445,-2.6133332458826213,53,52,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,315,only,"Excuse me, could you tell me how much is the lipstick?",It costs only 25 yuan.,It costs 25 yuan.,"Oh, it's too expensive. Can't you make it any cheaper?",-0.656509934200181,False,True,-18.023077845573425,-10.768434166908264,-2.002564205063714,-1.346054270863533,9,8,-35.2909916639328,-34.404276967048645,-1.4704579859972,-1.4335115402936935,24,24,-120.6635959148407,-112.89504086971283,-2.1938835620880126,-2.090648904994682,55,54,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,491,only,Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?,"No, it’s only ten-minute's walk.","No, it’s ten-minute's walk.",Thanks a lot.,0.4117595965212044,False,True,-23.252698063850403,-25.256412386894226,-2.1138816421682183,-2.5256412386894227,11,10,-23.581056237220764,-23.062387824058533,-1.8139274028631358,-1.7740298326198871,13,13,-164.44189298152924,-165.9094216823578,-2.13560899976012,-2.183018706346813,77,76,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,501,only,Would you like to mail it by air or sea?__eou__Hmm ... How long will it take to mail things to the USA by air?,About 10 days. You can send it express mail if you need it faster. It will only take three or four days.,About 10 days. You can send it express mail if you need it faster. It will take three or four days.,"I want to send it by express mail. The faster, the better.",0.007093317767299823,False,True,-59.35737884044647,-57.42899203300476,-2.1199063871588026,-2.1269997049261025,28,27,-29.8312965631485,-30.11276137828827,-1.2429706901311874,-1.2546983907620113,24,24,-204.50013029575348,-202.8546723127365,-2.222827503214712,-2.2291722232168847,92,91,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,649,only,"Well, what about this two-bedroom apartment? The listing says it's right in the heart of the city, just steps from the metro.__eou__Wow, that would be very convenient. How much is the rent?","It says it's $ 1600. But if you share it with another person, that's only $ 800 per month.","It says it's $ 1600. But if you share it with another person, that's $ 800 per month.",That definitely sounds like a steal. I think that is a very trendy neighborhood as well.,0.04798303087872835,False,True,-62.42014670372009,-61.95699107646942,-1.950629584491253,-1.9986126153699812,32,31,-66.51568150520325,-66.93394446372986,-2.463543759451972,-2.479034980138143,27,27,-258.6007215976715,-258.5532969236374,-2.268427382435715,-2.2880822736605078,114,113,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,659,only,Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?,"Actually, the one-bedroom is the only vacant apartment right now.","Actually, the one-bedroom is the vacant apartment right now.",Do you think any studios will open up soon?,0.5396126246714332,False,True,-34.26262021064758,-38.830254316329956,-2.447330015046256,-2.986942639717689,14,13,-29.712772727012634,-30.352977633476257,-1.5638301435269808,-1.5975251386040135,19,19,-163.66480493545532,-167.9714492559433,-2.8218069816457816,-2.946867530806023,58,57,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,660,only,What kind of lease is it?__eou__It's a one-year lease.,Can I have a month-to-month lease? I only want to rent the apartment for five months.,Can I have a month-to-month lease? I want to rent the apartment for five months.,"No, all the leases are for one year. We don't have month-to-month leases.",0.1086426732086001,False,True,-43.16632664203644,-43.28364074230194,-2.055539363906497,-2.164182037115097,21,20,-45.548850536346436,-43.72899806499481,-1.6267446620123727,-1.561749930892672,28,28,-146.93739688396454,-145.19846630096436,-1.9333868011047965,-1.9359795506795248,76,75,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,666,only,"What's the problem, sir?",I bought this toy gun from your store two weeks ago. My son played with it only twice and it broke.,I bought this toy gun from your store two weeks ago. My son played with it twice and it broke.,Do you keep the receipt?,-0.06981085586375091,False,True,-70.64793837070465,-66.09862458705902,-2.9436640987793603,-2.8738532429156094,24,23,-32.64751148223877,-32.922492146492004,-2.1765007654825848,-2.1948328097661336,15,15,-129.71596693992615,-126.2687863111496,-2.4021475359245583,-2.382429930399049,54,53,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,687,only,Excuse me. Could you tell me the way to the Star Hotel?__eou__Yes. Go down the main road. You can't miss it.__eou__How long will it take me to get there?,It's only about a five-minute walk.,It's about a five-minute walk.,Thank you very much.,-0.14878863493601469,False,True,-10.637835502624512,-8.234954237937927,-1.063783550262451,-0.9149949153264364,10,9,-19.53436291217804,-18.383832216262817,-1.3953116365841456,-1.3131308725902013,14,14,-136.1507295370102,-132.60970771312714,-1.6808732041606196,-1.6576213464140892,81,80,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,745,only,"Good morning, I want to send this parcel to Taiwan.__eou__Airmail or surface mail?__eou__How long would surface mail take, compared with airmail?","Oh, anything up to 3 or 4 months for surface mail. It depends on the sailing of the ships. Airmail would only take 1 to 2 weeks.","Oh, anything up to 3 or 4 months for surface mail. It depends on the sailing of the ships. Airmail would take 1 to 2 weeks.",How much would this parcel cost me by airmail?,-0.004369122290170502,False,True,-79.70135390758514,-77.44229233264923,-2.097404050199609,-2.0930349279094385,38,37,-33.97763693332672,-33.90755224227905,-1.6179827111107963,-1.614645344870431,21,21,-258.053294301033,-255.71810245513916,-2.3674614156058076,-2.3677602079179554,109,108,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,794,only,"Can I have the window seat over there?__eou__Sorry, sir. That table has been booked.","Well, in that case, this table is the only choice.","Well, in that case, this table is the choice.",Actually you can have a window seat if you don't mind a ten-minute wait.,0.35824529089770474,False,True,-25.13870131969452,-28.000268578529358,-1.7956215228353227,-2.1538668137330275,14,13,-46.92928731441498,-53.02577304840088,-1.8049725890159607,-2.0394528095538798,26,26,-171.7188081741333,-180.6817420721054,-2.3849834468629627,-2.544813268621203,72,71,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,871,only,"Tom, how do you think of second-hand goods?__eou__Why did you ask that? Do you want to buy the used goods?__eou__I'm considering buying a second-hand computer for I'm short of money now.","You know the car I'm driving, which is still in good condition though it is second-hand. And it only cost me 300 dollars. It was so cheap.","You know the car I'm driving, which is still in good condition though it is second-hand. And it cost me 300 dollars. It was so cheap.",But do you really mean that the second - hand goods are just as good as the new ones?,0.021113728170280233,False,True,-80.96774625778198,-79.53952300548553,-2.18831746642654,-2.2094311945968204,37,36,-50.10389602184296,-49.80324840545654,-1.7277205524773434,-1.717353393291605,29,29,-305.849121928215,-304.12787890434265,-2.427373983557262,-2.4330230312347414,126,125,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,876,only,"I like Chinese food.__eou__I like Chinese food, too. I like dumplings best.__eou__At school, we sometimes have Chinese food for lunch.",That's good. We eat Chinese food only at the Chinese restaurant.,That's good. We eat Chinese food at the Chinese restaurant.,My mother can make some Chinese food.,-0.306201482386816,False,True,-27.90403985977173,-21.75694978237152,-1.8602693239847818,-1.5540678415979658,15,14,-30.794333457946777,-31.84343159198761,-1.811431379879222,-1.8731430348228006,17,17,-158.71448731422424,-153.61179733276367,-2.0090441432180284,-1.9693820170867138,79,78,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,915,only,"Steven, we are preparing a martial arts show for the New Year's party. Would you like to join us?","I'd love to! But I have never learned martial arts, and there is only a month left before the New Year.","I'd love to! But I have never learned martial arts, and there is a month left before the New Year.",That's OK. A month is enough for you to learn the basic movements. It would be great to have you with us on the show.,0.14899298686247597,False,True,-52.40290892124176,-54.112237095832825,-2.015496496970837,-2.164489483833313,26,25,-63.742355942726135,-63.159794330596924,-1.6774304195454246,-1.6620998508051823,38,38,-199.2821946144104,-201.02795934677124,-2.0977073117306357,-2.138595312199694,95,94,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,951,only,Have you got any outdoor interests?,Yes. My only recreation is skateboarding.,Yes. My recreation is skateboarding.,"Oh, I know it. It is included in extreme sports. I think it's too dangerous for me.",0.018626603815290466,False,True,-34.402615427970886,-31.129993319511414,-3.4402615427970886,-3.458888146612379,10,9,-77.68123185634613,-80.8763438463211,-2.5058461889143913,-2.6089143176232614,31,31,-163.40227615833282,-163.68897998332977,-2.9178977885416577,-2.9761632724241776,56,55,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,965,only,"Excuse me, where is the Beijing Railway Station?__eou__You can take the subway to get there.__eou__How long will it take to get there?",It takes only ten minutes.,It takes ten minutes.,May I take a bus or a taxi to get there?,-0.00355210758390867,False,True,-10.785736322402954,-9.223604202270508,-1.5408194746289934,-1.5372673670450847,7,6,-27.752360582351685,-27.303775668144226,-1.321540980111985,-1.3001797937211537,21,21,-127.25463843345642,-125.24663746356964,-1.6967285124460856,-1.6925221278860763,75,74,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,966,only,"Excuse me, can you tell me where Main Street is?__eou__Turn left at the second light and then go straight for two blocks.__eou__Is it far?",No. It's only a five-minute walk. You can't miss it.,No. It's a five-minute walk. You can't miss it.,Thanks a lot.,0.1354930633131195,False,True,-26.880294919013977,-27.466990113258362,-1.5811938187655281,-1.7166868820786476,17,16,-25.719030261039734,-25.381698489189148,-1.9783869431569026,-1.9524383453222423,13,13,-159.7409039735794,-159.96621692180634,-2.022036759159233,-2.0508489348949532,79,78,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1010,only,"In 1986, a New Zealander Hackett popularized Bungee as a commercialized sport of mass entertainment. This sport is very challenging. It is a test of people's psychological ability of endurance. Especially when descending, as if they are watching a fast forward tape and when they bounce back, they sway around. The timid people will shrink back at the sight of it. Even if they jump off, they find it hard to avoid screaming with closed eyes. No wonder people give the title' brave' to anyone who jumps off.__eou__You see, the bungee participants take a deep breath when they stand at the starting spot and then, like diving, their heads are over heels and they jump off into the realm of the combination of heaven and earth. The wind roars at their ears and their bodies rapidly descend. They do not even have enough time to do several gymnastic movements and they are rebounded to the upper air by the cord.__eou__Entrusting life to the care of a rope indeed requires infinite courage.","A young French fellow recalled his first bungee experience and said, "" When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more. If the cord had broken, I would be knocked to' bakemeat'. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I only felt wind wiring at my ears. My body rapidly descended. I thought that after only seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I only felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable. ""","A young French fellow recalled his first bungee experience and said, "" When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more. If the cord had broken, I would be knocked to' bakemeat'. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I felt wind wiring at my ears. My body rapidly descended. I thought that after seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable. """,It is hard to come by in life that you experience this kind of' comfortable',-0.028607562662773756,False,True,-524.4928345680237,-510.7265945672989,-2.8818287613627676,-2.853221198699994,182,179,-80.02933180332184,-80.10102689266205,-3.078051223204686,-3.080808726640848,26,26,-1366.0624486207962,-1352.3679037094116,-3.118864037947023,-3.108891732665314,438,435,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1038,only,Can I order take-out here?,We only have spring rolls today for take-out.,We have spring rolls today for take-out.,"Then could I have four orders, please?",0.20912197828292856,False,True,-36.19554901123047,-34.99626433849335,-3.2905044555664062,-3.499626433849335,11,10,-37.1720427274704,-34.63666009902954,-2.0651134848594666,-1.92425889439053,18,18,-130.84370255470276,-129.59128093719482,-2.973720512606881,-3.013750719469647,44,43,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1099,only,How long is the warranty?__eou__We guarantee our product for two years.__eou__How about the repairs after the warranty expire? Are you responsible for the fixing if the machine breaks down after the warranty period?,Yes. All repairs are billed at cost. We'll only bill you for parts. The on-site service is $ 300 a year after the warranty.,Yes. All repairs are billed at cost. We'll bill you for parts. The on-site service is $ 300 a year after the warranty.,Will you supply spare parts if we want them?,-0.11932025990596662,False,True,-87.70786535739899,-81.19065368175507,-2.579643098747029,-2.4603228388410625,34,33,-39.360806822776794,-40.34469509124756,-2.0716214117250944,-2.1234050048025033,19,19,-281.0273240804672,-275.53977704048157,-2.5547938552769747,-2.5278878627567116,110,109,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1142,only,Look! Allen has the mic!,I thought he only liked to listen!,I thought he liked to listen!,"That was before he heard Stanley sing! I guess he couldn't stand it any more, so he decided to give it a try himself!",0.2437633954816394,False,True,-28.548213481903076,-27.32629692554474,-3.172023720211453,-3.4157871156930923,9,8,-79.5398610830307,-79.93931972980499,-2.149725975217046,-2.1605221548595943,37,37,-166.1730878353119,-165.80305016040802,-2.7241489809067523,-2.7633841693401338,61,60,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1272,only,"Excuse me, but can you tell me the way to the Today Mall?__eou__Yes, go down the fifth street. You won't miss it.__eou__How long will it take me to get there?",It's only about 10 minutes' walk.,It's about 10 minutes' walk.,Thank you very much.,-0.1373505149826859,False,True,-10.148171544075012,-7.791634917259216,-0.845680962006251,-0.7083304470235651,12,11,-24.308265209197998,-23.062958121299744,-1.736304657799857,-1.6473541515214103,14,14,-165.67670559883118,-162.074343085289,-1.9723417333194189,-1.9527029287384217,84,83,False
